"datetime","pressure"
"2019-03-01T07:41:58+01:00","315.3"
"2019-03-01T07:41:59+01:00","315.2"
"2019-03-01T07:41:59+01:00","316.4"
"2019-03-01T07:42:00+01:00","317.9"
"2019-03-01T07:42:00+01:00","318.4"
"2019-03-01T07:42:01+01:00","320.2"
"2019-03-01T07:42:01+01:00","323.1"
"2019-03-01T07:42:02+01:00","325.3"
"2019-03-01T07:42:02+01:00","327.4"
"2019-03-01T07:42:03+01:00","328.3"
"2019-03-01T07:42:03+01:00","329.9"
"2019-03-01T07:42:04+01:00","331.9"
"2019-03-01T07:42:04+01:00","334.3"
"2019-03-01T07:42:05+01:00","336.8"
"2019-03-01T07:42:05+01:00","339.8"
"2019-03-01T07:42:06+01:00","343.4"
"2019-03-01T07:42:06+01:00","346.9"
"2019-03-01T07:42:07+01:00","349.7"
"2019-03-01T07:42:07+01:00","350.6"
"2019-03-01T07:42:08+01:00","351.9"
"2019-03-01T07:42:08+01:00","354.2"
"2019-03-01T07:42:09+01:00","354.4"
"2019-03-01T07:42:09+01:00","356.8"
"2019-03-01T07:42:10+01:00","359.2"
"2019-03-01T07:42:10+01:00","379.6"
"2019-03-01T07:42:11+01:00","428.4"
"2019-03-01T07:42:11+01:00","468.5"
"2019-03-01T07:42:12+01:00","456.6"
"2019-03-01T07:42:12+01:00","422.3"
"2019-03-01T07:42:13+01:00","393.2"
"2019-03-01T07:42:13+01:00","373.0"
"2019-03-01T07:42:14+01:00","359.8"
"2019-03-01T07:42:14+01:00","351.5"
"2019-03-01T07:42:15+01:00","346.2"
"2019-03-01T07:42:15+01:00","343.2"
"2019-03-01T07:42:16+01:00","343.0"
"2019-03-01T07:42:16+01:00","352.0"
"2019-03-01T07:42:17+01:00","372.8"
"2019-03-01T07:42:17+01:00","395.1"
"2019-03-01T07:42:18+01:00","398.1"
"2019-03-01T07:42:18+01:00","383.2"
"2019-03-01T07:42:19+01:00","368.1"
"2019-03-01T07:42:19+01:00","368.0"
"2019-03-01T07:42:20+01:00","408.3"
"2019-03-01T07:42:20+01:00","457.3"
"2019-03-01T07:42:21+01:00","444.8"
"2019-03-01T07:42:21+01:00","408.3"
"2019-03-01T07:42:22+01:00","382.1"
"2019-03-01T07:42:22+01:00","364.2"
"2019-03-01T07:42:23+01:00","351.7"
"2019-03-01T07:42:23+01:00","342.4"
"2019-03-01T07:42:24+01:00","337.3"
"2019-03-01T07:42:24+01:00","334.8"
"2019-03-01T07:42:25+01:00","334.4"
"2019-03-01T07:42:25+01:00","332.7"
"2019-03-01T07:42:26+01:00","332.4"
"2019-03-01T07:42:26+01:00","334.1"
"2019-03-01T07:42:27+01:00","334.8"
"2019-03-01T07:42:27+01:00","335.2"
"2019-03-01T07:42:28+01:00","337.7"
"2019-03-01T07:42:28+01:00","340.7"
"2019-03-01T07:42:29+01:00","343.6"
"2019-03-01T07:42:29+01:00","345.5"
"2019-03-01T07:42:30+01:00","348.1"
"2019-03-01T07:42:30+01:00","349.5"
"2019-03-01T07:42:31+01:00","352.0"
"2019-03-01T07:42:31+01:00","354.4"
"2019-03-01T07:42:32+01:00","356.7"
"2019-03-01T07:42:32+01:00","356.8"
"2019-03-01T07:42:33+01:00","356.8"
"2019-03-01T07:42:33+01:00","356.8"
"2019-03-01T07:42:34+01:00","358.1"
"2019-03-01T07:42:34+01:00","359.2"
"2019-03-01T07:42:35+01:00","359.2"
"2019-03-01T07:42:35+01:00","359.2"
"2019-03-01T07:42:36+01:00","358.7"
"2019-03-01T07:42:36+01:00","358.8"
"2019-03-01T07:42:37+01:00","359.2"
"2019-03-01T07:42:37+01:00","358.5"
"2019-03-01T07:42:38+01:00","356.8"
"2019-03-01T07:42:38+01:00","355.1"
"2019-03-01T07:42:39+01:00","356.8"
"2019-03-01T07:42:39+01:00","360.9"
"2019-03-01T07:42:40+01:00","361.3"
"2019-03-01T07:42:40+01:00","354.6"
"2019-03-01T07:42:41+01:00","349.8"
"2019-03-01T07:42:41+01:00","349.3"
"2019-03-01T07:42:42+01:00","348.6"
"2019-03-01T07:42:42+01:00","349.1"
"2019-03-01T07:42:43+01:00","348.2"
"2019-03-01T07:42:43+01:00","350.7"
"2019-03-01T07:42:44+01:00","353.9"
"2019-03-01T07:42:44+01:00","358.2"
"2019-03-01T07:42:45+01:00","361.2"
"2019-03-01T07:42:45+01:00","366.8"
"2019-03-01T07:42:46+01:00","406.3"
"2019-03-01T07:42:46+01:00","459.1"
"2019-03-01T07:42:47+01:00","474.9"
"2019-03-01T07:42:47+01:00","453.3"
"2019-03-01T07:42:48+01:00","429.5"
"2019-03-01T07:42:48+01:00","415.9"
"2019-03-01T07:42:49+01:00","406.7"
"2019-03-01T07:42:49+01:00","399.5"
"2019-03-01T07:42:50+01:00","392.9"
"2019-03-01T07:42:50+01:00","389.1"
"2019-03-01T07:42:51+01:00","391.9"
"2019-03-01T07:42:51+01:00","394.7"
"2019-03-01T07:42:52+01:00","400.0"
"2019-03-01T07:42:52+01:00","412.4"
"2019-03-01T07:42:53+01:00","421.9"
"2019-03-01T07:42:53+01:00","415.8"
"2019-03-01T07:42:54+01:00","401.2"
"2019-03-01T07:42:54+01:00","389.7"
"2019-03-01T07:42:55+01:00","410.5"
"2019-03-01T07:42:55+01:00","463.9"
"2019-03-01T07:42:56+01:00","480.1"
"2019-03-01T07:42:56+01:00","432.2"
"2019-03-01T07:42:57+01:00","405.4"
"2019-03-01T07:42:57+01:00","386.2"
"2019-03-01T07:42:58+01:00","371.5"
"2019-03-01T07:42:58+01:00","361.5"
"2019-03-01T07:42:59+01:00","352.6"
"2019-03-01T07:42:59+01:00","344.1"
"2019-03-01T07:43:00+01:00","339.4"
"2019-03-01T07:43:00+01:00","337.4"
"2019-03-01T07:43:01+01:00","336.0"
"2019-03-01T07:43:01+01:00","334.7"
"2019-03-01T07:43:02+01:00","334.7"
"2019-03-01T07:43:02+01:00","334.3"
"2019-03-01T07:43:03+01:00","334.8"
