"datetime","pressure"
"2019-02-18T16:52:16+01:00","662.4"
"2019-02-18T16:52:17+01:00","652.3"
"2019-02-18T16:52:17+01:00","648.1"
"2019-02-18T16:52:18+01:00","645.1"
"2019-02-18T16:52:18+01:00","632.7"
"2019-02-18T16:52:19+01:00","622.8"
"2019-02-18T16:52:19+01:00","636.0"
"2019-02-18T16:52:20+01:00","647.4"
"2019-02-18T16:52:20+01:00","656.7"
"2019-02-18T16:52:21+01:00","652.6"
"2019-02-18T16:52:21+01:00","639.8"
"2019-02-18T16:52:22+01:00","628.6"
"2019-02-18T16:52:22+01:00","624.0"
"2019-02-18T16:52:23+01:00","625.0"
"2019-02-18T16:52:23+01:00","625.3"
"2019-02-18T16:52:24+01:00","615.8"
"2019-02-18T16:52:24+01:00","607.5"
"2019-02-18T16:52:25+01:00","606.8"
"2019-02-18T16:52:25+01:00","614.9"
"2019-02-18T16:52:26+01:00","622.9"
"2019-02-18T16:52:26+01:00","625.3"
"2019-02-18T16:52:27+01:00","623.3"
"2019-02-18T16:52:27+01:00","638.1"
"2019-02-18T16:52:28+01:00","639.1"
"2019-02-18T16:52:28+01:00","632.9"
"2019-02-18T16:52:29+01:00","640.5"
"2019-02-18T16:52:29+01:00","644.7"
"2019-02-18T16:52:30+01:00","647.7"
"2019-02-18T16:52:30+01:00","641.5"
"2019-02-18T16:52:31+01:00","650.6"
"2019-02-18T16:52:31+01:00","654.2"
"2019-02-18T16:52:32+01:00","676.7"
"2019-02-18T16:52:32+01:00","677.9"
"2019-02-18T16:52:33+01:00","660.4"
"2019-02-18T16:52:33+01:00","651.2"
"2019-02-18T16:52:34+01:00","645.5"
"2019-02-18T16:52:34+01:00","672.0"
"2019-02-18T16:52:35+01:00","669.8"
"2019-02-18T16:52:35+01:00","696.4"
"2019-02-18T16:52:36+01:00","682.5"
"2019-02-18T16:52:36+01:00","682.8"
"2019-02-18T16:52:37+01:00","663.9"
"2019-02-18T16:52:37+01:00","663.0"
"2019-02-18T16:52:38+01:00","649.7"
"2019-02-18T16:52:38+01:00","677.7"
"2019-02-18T16:52:39+01:00","669.4"
"2019-02-18T16:52:39+01:00","698.2"
"2019-02-18T16:52:40+01:00","667.9"
"2019-02-18T16:52:40+01:00","676.4"
"2019-02-18T16:52:41+01:00","660.9"
"2019-02-18T16:52:41+01:00","670.2"
"2019-02-18T16:52:42+01:00","651.2"
"2019-02-18T16:52:42+01:00","657.2"
"2019-02-18T16:52:43+01:00","663.6"
"2019-02-18T16:52:43+01:00","666.6"
"2019-02-18T16:52:44+01:00","661.4"
"2019-02-18T16:52:44+01:00","668.9"
"2019-02-18T16:52:45+01:00","747.9"
"2019-02-18T16:52:45+01:00","843.7"
"2019-02-18T16:52:46+01:00","900.1"
"2019-02-18T16:52:46+01:00","911.5"
"2019-02-18T16:52:47+01:00","858.2"
"2019-02-18T16:52:47+01:00","786.1"
"2019-02-18T16:52:48+01:00","744.0"
"2019-02-18T16:52:48+01:00","787.2"
"2019-02-18T16:52:49+01:00","861.5"
"2019-02-18T16:52:49+01:00","917.5"
"2019-02-18T16:52:50+01:00","925.1"
"2019-02-18T16:52:50+01:00","870.4"
"2019-02-18T16:52:51+01:00","773.2"
"2019-02-18T16:52:51+01:00","723.8"
"2019-02-18T16:52:52+01:00","687.4"
"2019-02-18T16:52:52+01:00","663.5"
"2019-02-18T16:52:53+01:00","655.4"
"2019-02-18T16:52:53+01:00","655.5"
"2019-02-18T16:52:54+01:00","671.5"
"2019-02-18T16:52:54+01:00","664.5"
"2019-02-18T16:52:55+01:00","643.2"
"2019-02-18T16:52:55+01:00","629.0"
"2019-02-18T16:52:56+01:00","621.8"
"2019-02-18T16:52:56+01:00","616.5"
"2019-02-18T16:52:57+01:00","604.0"
"2019-02-18T16:52:57+01:00","593.7"
"2019-02-18T16:52:58+01:00","591.1"
"2019-02-18T16:52:58+01:00","594.9"
"2019-02-18T16:52:59+01:00","606.2"
"2019-02-18T16:52:59+01:00","617.6"
"2019-02-18T16:53:00+01:00","612.8"
"2019-02-18T16:53:00+01:00","606.0"
"2019-02-18T16:53:01+01:00","600.0"
"2019-02-18T16:53:01+01:00","607.1"
"2019-02-18T16:53:02+01:00","606.5"
"2019-02-18T16:53:02+01:00","606.1"
"2019-02-18T16:53:03+01:00","609.1"
"2019-02-18T16:53:03+01:00","618.3"
"2019-02-18T16:53:04+01:00","611.4"
"2019-02-18T16:53:04+01:00","611.0"
"2019-02-18T16:53:05+01:00","619.1"
"2019-02-18T16:53:05+01:00","623.0"
"2019-02-18T16:53:06+01:00","623.8"
"2019-02-18T16:53:06+01:00","633.3"
"2019-02-18T16:53:07+01:00","654.5"
"2019-02-18T16:53:07+01:00","673.5"
"2019-02-18T16:53:08+01:00","673.5"
"2019-02-18T16:53:08+01:00","663.1"
"2019-02-18T16:53:09+01:00","659.1"
"2019-02-18T16:53:09+01:00","663.7"
"2019-02-18T16:53:10+01:00","673.3"
"2019-02-18T16:53:10+01:00","678.4"
"2019-02-18T16:53:11+01:00","672.2"
"2019-02-18T16:53:11+01:00","685.9"
"2019-02-18T16:53:12+01:00","690.3"
"2019-02-18T16:53:12+01:00","684.3"
"2019-02-18T16:53:13+01:00","705.8"
"2019-02-18T16:53:13+01:00","794.0"
"2019-02-18T16:53:14+01:00","870.8"
"2019-02-18T16:53:14+01:00","895.9"
"2019-02-18T16:53:15+01:00","869.0"
"2019-02-18T16:53:15+01:00","807.4"
"2019-02-18T16:53:16+01:00","755.6"
"2019-02-18T16:53:16+01:00","780.8"
"2019-02-18T16:53:17+01:00","852.1"
"2019-02-18T16:53:17+01:00","936.5"
"2019-02-18T16:53:18+01:00","952.2"
"2019-02-18T16:53:18+01:00","884.8"
"2019-02-18T16:53:19+01:00","798.2"
"2019-02-18T16:53:19+01:00","773.6"
"2019-02-18T16:53:20+01:00","778.7"
"2019-02-18T16:53:20+01:00","764.9"
"2019-02-18T16:53:21+01:00","738.3"
"2019-02-18T16:53:21+01:00","715.3"
"2019-02-18T16:53:22+01:00","699.1"
"2019-02-18T16:53:22+01:00","693.6"
"2019-02-18T16:53:23+01:00","692.7"
