"datetime","pressure"
"2019-02-25T14:53:55+01:00","249.3"
"2019-02-25T14:53:56+01:00","248.5"
"2019-02-25T14:53:56+01:00","246.8"
"2019-02-25T14:53:57+01:00","244.9"
"2019-02-25T14:53:57+01:00","244.6"
"2019-02-25T14:53:58+01:00","247.0"
"2019-02-25T14:53:58+01:00","249.4"
"2019-02-25T14:53:59+01:00","250.9"
"2019-02-25T14:53:59+01:00","251.4"
"2019-02-25T14:54:00+01:00","251.6"
"2019-02-25T14:54:00+01:00","251.4"
"2019-02-25T14:54:01+01:00","252.9"
"2019-02-25T14:54:01+01:00","258.0"
"2019-02-25T14:54:02+01:00","261.4"
"2019-02-25T14:54:02+01:00","262.9"
"2019-02-25T14:54:03+01:00","262.6"
"2019-02-25T14:54:03+01:00","264.4"
"2019-02-25T14:54:04+01:00","264.0"
"2019-02-25T14:54:04+01:00","263.9"
"2019-02-25T14:54:05+01:00","264.3"
"2019-02-25T14:54:05+01:00","266.5"
"2019-02-25T14:54:06+01:00","268.5"
"2019-02-25T14:54:06+01:00","268.8"
"2019-02-25T14:54:07+01:00","268.9"
"2019-02-25T14:54:07+01:00","268.8"
"2019-02-25T14:54:08+01:00","267.7"
"2019-02-25T14:54:08+01:00","268.7"
"2019-02-25T14:54:09+01:00","270.7"
"2019-02-25T14:54:09+01:00","271.3"
"2019-02-25T14:54:10+01:00","271.3"
"2019-02-25T14:54:10+01:00","270.7"
"2019-02-25T14:54:11+01:00","267.9"
"2019-02-25T14:54:11+01:00","266.3"
"2019-02-25T14:54:12+01:00","266.3"
"2019-02-25T14:54:12+01:00","269.0"
"2019-02-25T14:54:13+01:00","270.3"
"2019-02-25T14:54:13+01:00","268.3"
"2019-02-25T14:54:14+01:00","266.1"
"2019-02-25T14:54:14+01:00","263.4"
"2019-02-25T14:54:15+01:00","262.0"
"2019-02-25T14:54:15+01:00","262.4"
"2019-02-25T14:54:16+01:00","263.8"
"2019-02-25T14:54:16+01:00","261.8"
"2019-02-25T14:54:17+01:00","258.9"
